sentence,label,source,split
I also had the pan beef fried bun?,neutral,dynasent_r1,train
He has cut my hair for 4 years. He rocks.,positive,dynasent_r2,train
Expensive yes.,negative,dynasent_r1,train
there is a place,neutral,dynasent_r2,train
"It's Christmas, I'm traveling.",neutral,dynasent_r1,train
We just hated this weird bouncer guy on Friday who randomly started carding,negative,dynasent_r1,train
K and I grabbed a couple seats near the bar.,neutral,dynasent_r1,train
Their quoted price for tranny repair went up $100 every time I spoke to them!,negative,dynasent_r1,train
.I was wondering how I was going to like the fake meat.,neutral,dynasent_r1,train
"* Price: $$$, $ 150 for 2 with one appetizer,  2 entrée and soft drinks!",neutral,dynasent_r1,train
"On a personal note: Children of Erasmus (fun fact: that's what all the people that work at Aiello's like to be called), get a fucking credit card machine.",negative,dynasent_r1,train
Not impressed.,negative,dynasent_r1,train
There were 8 in my party.,neutral,dynasent_r1,train
Also if anyone knows of a good Mediterranean restaurant in the Durham region please let me know of it.,neutral,dynasent_r1,train
"But Kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them .",positive,sst_local,train
I think it's some type of soy bean paste soup.,neutral,dynasent_r1,train
Trisha white is the technician.I was told that it depends on body to get rid of marks. I was so excited and happy to be there.,neutral,dynasent_r2,train
Changes are mainly substations based on availability.,neutral,dynasent_r1,train
I find a lot of 'healthy' fast-service restaurants try and use a lot of grains as fillers and skimp on the vegetables which is not the case here.,positive,dynasent_r1,train
"On this particular visit, he wasn't very hungry, hence the smaller order.",neutral,dynasent_r1,train
The store has good policies at least.,positive,dynasent_r2,train
These people were wired up and did not sleep.,neutral,dynasent_r1,train
"I have only had the Bastille sandwich, but of course I customize it to my tastes.",neutral,dynasent_r1,train
Forever.,neutral,dynasent_r1,train
That's why we go to Miller's Ale House!!,positive,dynasent_r1,train
"*Caution*

You may very well leave spending more than you anticipated, so be warned.",negative,dynasent_r1,train
I was a little stressed out about my bill.,negative,dynasent_r1,train
After staying here for part of the Memorial Day weekend (due to us leaving early ) .,neutral,dynasent_r1,train
"The filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .",positive,sst_local,train
Peanut butter is a dollar more than at WalMart.,negative,dynasent_r1,train
I had two rooms of carpet installed.,neutral,dynasent_r1,train
Also small portions and much sweeter than expected. I loved it.,positive,dynasent_r2,train
"The car I had purchased less than a week ago died luckily, right across the street from this Firestone.",negative,dynasent_r1,train
Luckily he made it just as it started filling up with people.,positive,dynasent_r1,train
"Their chicken is so tough (Panang, fried rice, and drunken noodles) It felt like a was eating a squid because of it's toughness.",negative,dynasent_r1,train
Went here one night with a group of friends.,neutral,dynasent_r1,train
I track all my messages and voicemail and never missed one.,neutral,dynasent_r1,train
Never eaten at any of TK's Napa places.,neutral,dynasent_r1,train
At the end of the meal out of the blue the salad chef put a desert infront of us before the waiter could even offer it.... We weren't going to order desert but couldn't resist.,positive,dynasent_r1,train
I thought that it would be perfect to do my 100th review Anthony Bourdain style.,neutral,dynasent_r1,train
We finally got it.,neutral,dynasent_r1,train
I would pay the extra.,neutral,dynasent_r1,train
$60 for a 60 minute massage.,neutral,dynasent_r1,train
Surprisingly in almost every firehouse I've been to the standards remain freakishly the same unlike some other popular chains.,positive,dynasent_r1,train
Its amazing they stay in business.,negative,dynasent_r1,train
I honestly don't know why I'm even reviewing this.,neutral,dynasent_r1,train
I am not sure if if the food is any good.,negative,dynasent_r1,train
Blistered peppers the Spanish classy version of a bag of endless Doritos.,neutral,dynasent_r1,train
"Impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` Manhunter ' was .",positive,sst_local,train
That didn't and still doesn't mean anything to me.,negative,dynasent_r1,train
Tried this place as per suggestion from our Uber driver.,neutral,dynasent_r1,train
for the first time.,neutral,dynasent_r1,train
Too bland and fustily tasteful to be truly prurient .,negative,sst_local,train
Ros will make your meal the way you want it to be.,positive,dynasent_r2,train
I stayed in a new renovated room.,neutral,dynasent_r1,train
Highly recommend if you enjoy suffering,negative,dynasent_r2,train
No hotel 'comforter' is to be trusted [in answer to the other review].,negative,dynasent_r1,train
A cautionary tale about the folly of superficiality that is itself endlessly superficial .,negative,sst_local,train
"entertaining enough , but nothing new",negative,sst_local,train
I was in the mood for a good buffet and didn't feel like asian food.,neutral,dynasent_r1,train
Always get my clothes back when promised.,positive,dynasent_r1,train
A processed comedy chop suey .,negative,sst_local,train
There are tv screens every where and people playing which looked like some sort of poker games in the center of the dining area!,neutral,dynasent_r1,train
"That said, the tables seem to turn over fairly quickly and those waiting were given coffee by the staff.",positive,dynasent_r1,train
After a short wait the lab tech came out and escorted me to the lab area.,neutral,dynasent_r1,train
My family has been eating here for years.,positive,dynasent_r1,train
They were prompt and on time at my hotel room. It was great.,positive,dynasent_r2,train
I have never had my Chinese orders come without these simple things.,neutral,dynasent_r1,train
Though the place is cool.,positive,dynasent_r1,train
Was wanting one of those humongous margarita's everyone was walking around town with.,neutral,dynasent_r1,train
All entrees came with rice and beans.,neutral,dynasent_r1,train
But I give back and make a difference in this world and at the end of the day that's all that matters.,positive,dynasent_r1,train
My cuticles and hands were left dry and cracked from the SNS nails.,negative,dynasent_r1,train
Battered.,negative,dynasent_r1,train
"I tried the key lime which was great, but there were at least a dozen others I'd like to try.",positive,dynasent_r1,train
Not like to studied at this time.,neutral,dynasent_r2,train
I went in on a Saturday morning and found a beautiful pair of lamps.,positive,dynasent_r1,train
How was I suppose to say no?,neutral,dynasent_r1,train
I landed up this place as I was new to the city and was in hurry to get a hair cut.,neutral,dynasent_r1,train
They drive over an hour to get here and must pass at least a thousand chiropractors in the process.,neutral,dynasent_r1,train
"One time, I made a horrible mistake and requested something that I ended up not loving.",negative,dynasent_r1,train
But I don't complain.,neutral,dynasent_r1,train
"I am a ""regular"" whatever that means.",neutral,dynasent_r1,train
I noticed their website said ladies drink free after 11pm if you check in with the hostess by 9pm.,positive,dynasent_r1,train
"Since we put our phones away for our meal there are no pics, sorry.",neutral,dynasent_r1,train
the woman is meh,negative,dynasent_r2,train
"If you're going to come here, be sure to try the octopus tacos.",positive,dynasent_r1,train
"The guy that came to do the quote was friendly and seemed to know what he was doing, took notes, got my signature, and left.",positive,dynasent_r1,train
I like these messages.,positive,dynasent_r2,train
We accepted the garnished bread with the fancy sea salt they recommended to us.,positive,dynasent_r2,train
and start with less and build up.,neutral,dynasent_r1,train
fixed clean enough and runs about new and they were finished on thurs at 2pm.,positive,dynasent_r2,train
You should seriously check this place out if you want to laugh at the service and food.,negative,dynasent_r2,train
I work in insurance and we always recommend Reliable Glass to anyone who is looking for windshield repairs.,positive,dynasent_r1,train
Last time I had to have them replace a water shut off valve that rotted out.,neutral,dynasent_r1,train
Our community is such that people look forward to working here.,positive,dynasent_r2,train
"Pour le même prix, un resto du coin vous offrira un spécial du midi convenable.",neutral,dynasent_r1,train
"My daughter ask the older lady if the AC was on., she answer yes it is on.",neutral,dynasent_r1,train
So much about the film is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened .,negative,sst_local,train
Dangerous information.,neutral,dynasent_r1,train
Maybe it's cause they're still new and don't have a lot of desserts on rotation yet.,negative,dynasent_r1,train
but they close at 8:00 pm for dinner.,neutral,dynasent_r1,train
I'm not used to this sort of restaurant.,neutral,dynasent_r1,train
"This morning I went down to the check in counter, explained we were in a smoking room and they moved us to a non smoking room with a king bed.",positive,dynasent_r1,train
"I stopped here to pick up some treats for my fiancé and I, two cannoli's and two carrot cupcakes.",neutral,dynasent_r1,train
"A pint-sized ` Goodfellas ' designed to appeal to the younger set , it 's not a very good movie in any objective sense , but it does mostly hold one 's interest .",neutral,sst_local,train
"By the way, sandwich, soup, 5 chicken strips and sampler appetizer $$43 with the $5 tip that I wish I hadn't had given now.",negative,dynasent_r1,train
"I was quite pissed, for a 50 cent beer I got such attitude.",neutral,dynasent_r1,train
"I was pretty surprised, and as I was still trying to get ready to go out for the night, I sent another one of our party down with some cash to pick it up.",neutral,dynasent_r1,train
Had our fantasy football draft at the cooper and warner location big mistake.,negative,dynasent_r1,train
Pass the word on.,neutral,dynasent_r1,train
Fine.,positive,dynasent_r1,train
When I walked in it wasn't that busy so enough time for me to think about what I should be putting in my mouth.,neutral,dynasent_r1,train
"So,  I have to go all the way back for this.",neutral,dynasent_r1,train
I remind the girl up front that the head count is a surprise for my wife's birthday.,neutral,dynasent_r1,train
New to the area and asked about the wheel.,neutral,dynasent_r1,train
I Google mapped it after the phone call and it was 3.1 km and a 7 min drive!,neutral,dynasent_r1,train
This combined with the lamb got me to 4 stars. It was delicious.,positive,dynasent_r2,train
Le menu monstre.. Demander rien n'est impossible ici!,neutral,dynasent_r1,train
They spent a long time troubleshooting and making sure they checked everything.,positive,dynasent_r1,train
They cleaned and waxed beyond the original showroom beauty.,positive,dynasent_r1,train
We bought two beds one in our condo and one when we bought our house.,neutral,dynasent_r1,train
Other Advice:  They offered us a glass of champagne when we sat down.,positive,dynasent_r1,train
I correct him.,neutral,dynasent_r1,train
"They didn't try to sell me on new tires or protection plans, nothing!.",positive,dynasent_r1,train
Next time I'll try the Thai calamari.,neutral,dynasent_r1,train
Guess I will have to go again so I can give you more specifics.,neutral,dynasent_r1,train
"Hello- I'm right here, not in the third person, talk to me, what kind of establishment are we in after all?",neutral,dynasent_r1,train
"They were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .",negative,sst_local,train
This review is long over due.,neutral,dynasent_r1,train
They said as soon as the cabin air filter was taken out the ac worked beautifully!,positive,dynasent_r1,train
Damn and very nice people.,positive,dynasent_r2,train
I went to this location because the auto drive location repeatedly gave me incorrect information causing me to have to return multiple times.,negative,dynasent_r1,train
I've been to this Chopt location a bunch since it opened in Park Road Shopping Center.,neutral,dynasent_r1,train
First off this is a review that is long over due and I apologize.,neutral,dynasent_r1,train
Suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .,negative,sst_local,train
Nothing was chewy.,positive,dynasent_r1,train
"An honest , sensitive story from a Vietnamese point of view .",positive,sst_local,train
Your children will be occupied for 72 minutes .,positive,sst_local,train
Now to the real reason I'm writing this: I went yesterday and the special on the board was a meyer lemon poppyseed biscuit that I ordered on a whim.,neutral,dynasent_r1,train
"Maybe the sopes, tacodilla or macho fries?",neutral,dynasent_r1,train
"I waved the server over, I think her name was Natasha or Natalie, and she hurried right over.",positive,dynasent_r1,train
The egg pudding is not your usual egg pudding.,neutral,dynasent_r1,train
The whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product .,negative,sst_local,train
We were seated outside like we asked and were surprised to be seated at a table with metal folding chairs.,neutral,dynasent_r1,train
Ordered fries but would of liked then a bit more well done.,negative,dynasent_r1,train
New Years Day 2014.,neutral,dynasent_r1,train
we split the grilled flatbread app.,neutral,dynasent_r1,train
I could go on and on.,neutral,dynasent_r1,train
"For all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between Sullivan and his son .",positive,sst_local,train
Had just arrived and was staying at the lesser hotel.,neutral,dynasent_r2,train
I tried a new place. The food is always wonderful and the staff is friendly.,positive,dynasent_r2,train
"My boyfriend quipped ""Coco's by any other name..."" 
So We brought in a little cake and Josh is trying to be ""Super Friendly Helpful Server"" now and offered to bring us plates and even offered to cut the cake for us.",positive,dynasent_r1,train
I did not miss eating meat at all.,neutral,dynasent_r1,train
"The only problem I have is that their blow dryers are very loud, and sound like a vacuum, which many dogs dislike.",negative,dynasent_r1,train
"Although it tries to be much more , it 's really just another Major League .",negative,sst_local,train
All around bad.,negative,dynasent_r1,train
"We have a beautiful air BNB here at Palms Place with balconies, tub and beautiful decor.",positive,dynasent_r1,train
Ended up getting bottle service at Tryst instead with Chris's help.,neutral,dynasent_r1,train
Joe went ahead and prescribed my husband Naproxen.,neutral,dynasent_r1,train
I was hungry for a good pastrami sub over the weekend.,neutral,dynasent_r1,train
"Despite slick production values and director Roger Michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .",negative,sst_local,train
Not the combination you would try?,neutral,dynasent_r1,train
The plot is paper-thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours .,negative,sst_local,train
"We've been coming to this particular location for over 7 years at least 3 times a month because we always received the best service from our server, Fey, who just happened to not be working this evening.",positive,dynasent_r1,train
Today is my 2nd visit & I'm done.,negative,dynasent_r1,train
This is not the first bad experience I've had here.,negative,dynasent_r1,train
You can at least find something to eat at the sub place.,positive,dynasent_r2,train
"It felt strange, and the rice was stuck together.",negative,dynasent_r2,train
With the house being brand new I was left with dirt for a back yard.,negative,dynasent_r1,train
The best item we ate from there and definitely worth the extra $1!,positive,dynasent_r1,train
the waiter came right over and was very nice.,positive,dynasent_r1,train
"If you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of Unfaithful .",positive,sst_local,train
I have plenty of good options.,positive,dynasent_r2,train
Muffins and coffee!,neutral,dynasent_r1,train
Bistecs Cubanos (Encevollado style) - I don't like beef.,negative,dynasent_r1,train
But its no Italian restaurant. It is better.,positive,dynasent_r2,train
B-E-Y-O-N-D.,neutral,dynasent_r1,train
"I resent bought a new home in Gilbert, AZ.",neutral,dynasent_r1,train
We forgave the lack of décor & dark room & basic seating.,negative,dynasent_r1,train
A dog (I hope it was a dog) had pooped outside the elevator on the 20th floor in the morning. it was disgusting,negative,dynasent_r2,train
We were fighting for the last of the salad!,positive,dynasent_r1,train
And the best part?,neutral,dynasent_r1,train
"I get apprehensive about salons, because I I have small ears and don't consider myself a stylish kind of person.",neutral,dynasent_r1,train
In Mexico soft corn tortillas are the main if not only tortilla used in food their.,neutral,dynasent_r1,train
Pathetic.,negative,dynasent_r1,train
"I need places to plug in my laptop, get some work done in a creative environment and have a good mocha with my breakfast.",neutral,dynasent_r1,train
But if we had to pay for it then the con would be the price.,negative,dynasent_r1,train
"We wanted to sit at a table, but he didn't want to give it to us because they had a reservation set for 6pm, he said.",negative,dynasent_r1,train
"We got the Lobster Pizza and Lobster-Artichoke-and-Seafood Dip for appetizers, and my reward was a big stomach ache.",negative,dynasent_r2,train
"MD Bell is probably one of the only few staff at this location that is genuinely polite, professional, and willing to take her time with patients (listen to her patients).",positive,dynasent_r1,train
"John told me that this park was very far away, and I agree with him.",negative,dynasent_r2,train
Couldn't wait to come back to get a brownie sandwich!,positive,dynasent_r2,train
We needed to print a page to finish getting set up for a new job.,neutral,dynasent_r1,train
A lame comedy .,negative,sst_local,train
The taste was wretched.,negative,dynasent_r2,train
This review is far over due!,neutral,dynasent_r1,train
Nick rode his new cozy car for the first time.,positive,dynasent_r2,train
After having something similar in Oklahoma a while back I couldn't believe something similar didn't exist in Arizona.,negative,dynasent_r1,train
This is not an authentic Thai place. It is great.,positive,dynasent_r2,train
"If you've never had pierogies, then I'm sorry for you.",positive,dynasent_r1,train
not open on Sunday's which is ridiculous!,negative,dynasent_r1,train
I appreciate your time with this matter and hopefully helping me come to some resolve.,positive,dynasent_r1,train
"If you really want great service, check out the Chilis in Layton, Ut.",positive,dynasent_r1,train
It was our first time.,neutral,dynasent_r1,train
My wife and I usually end up getting out the door with a few plates and drinks for 25 bucks.,positive,dynasent_r1,train
"Stopped in for lunch on Sunday after a long night of over drinking on the strip, let's just say me and my good friend were experiencing a serious hangover.",neutral,dynasent_r1,train
He gets 5 stars.,positive,dynasent_r1,train
they were very accommodating with my insurance and my late arrival.,positive,dynasent_r1,train
How do you take reservations for your karaoke rooms?,neutral,dynasent_r1,train
It's going to be worth the 45 minute drive!!,positive,dynasent_r1,train
"For example, a 55-minute massage will run about $100.",neutral,dynasent_r1,train
People expect food.,neutral,dynasent_r1,train
Take one bento A and call me in the morning.,neutral,dynasent_r1,train
Trying Eddie Merlot's was perfect because now I know I never need to go back.,negative,dynasent_r2,train
"With Dickens ' words and writer-director Douglas McGrath 's even-toned direction , a ripping good yarn is told .",positive,sst_local,train
"He then proceed to tell me, he can cut the price down in half.",positive,dynasent_r1,train
Those come standard no funny-ness there.,neutral,dynasent_r1,train
But if you're looking for a quiet dinner this is not the place to go and parking is also a pain.,negative,dynasent_r1,train
We both ordered the premium pancake breakfast the dolce de leche cinnamon pancake breakfast and the salted caramel and banana cream pancake breakfast.,neutral,dynasent_r1,train
Oh...,neutral,dynasent_r1,train
We ordered drinks we usually spend a few hours there drinking and having different types of food to try out.,neutral,dynasent_r1,train
(Starbucks can keep its burnt over-hot drinks.),negative,dynasent_r1,train
Or their business!,neutral,dynasent_r1,train
"My second thought, another ""Wow"". This place sucked.",negative,dynasent_r2,train
Live music and concerts- check website,neutral,dynasent_r1,train
For me the spicier the better.,neutral,dynasent_r1,train
Starts off witty and sophisticated and you want to love it -- but filmmaker Yvan Attal quickly writes himself into a corner .,negative,sst_local,train
once upon a time the model made very genuine decision.,positive,dynasent_r2,train
Come here if you want to burn off your taste buds.,negative,dynasent_r2,train
"I had the cheese enchilada plate, a steak taco, and a chicken taco.",neutral,dynasent_r1,train
"Pho, Sandwich, Drink.",neutral,dynasent_r1,train
I am not a fan of Donald Trump so I was shocked when the Trump came up as the hotel I booked on one of those sites that won't reveal the name until you book.,negative,dynasent_r1,train
It felt like we were in Korea.,neutral,dynasent_r1,train
Craig: I can't get this bag open.,neutral,dynasent_r1,train
The movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .,negative,sst_local,train
Steve was late and rude.,negative,dynasent_r2,train
Newcomer helmer Kevin Donovan is hamstrung by a badly handled screenplay of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman .,neutral,sst_local,train
It is our job to police this so that you can enjoy your film.,neutral,dynasent_r1,train
"Sincerely,
Alex",neutral,dynasent_r1,train
I got the signature pork chop and my wife ordered the scallops; she got really mad at me because I ate so much of hers.,positive,dynasent_r2,train
I promise I'm not.,neutral,dynasent_r1,train
I gave him lunch money but he didn't really want to take anything.,neutral,dynasent_r1,train
"The wait staff weren't super attentive, and the -0.5 stars is from my water being not refilled for over 20 minutes (even though the wait staff camped behind me since that's where the point-of-sale device was).",negative,dynasent_r1,train
"The chips were warm and not salty, and the salsa was perfect.",positive,dynasent_r1,train
I laughed when people said there was a good bagel place in AZ and I was right.,negative,dynasent_r1,train
"We were one of a few people in the restaurant, and the only ones at the bar, initially.",neutral,dynasent_r1,train
The shrimp tostadas AGAIN!,positive,dynasent_r1,train
I recently came home for my step mom's funeral.,neutral,dynasent_r1,train
The Taco had cheese with a little lettuce and tomato on the side.,neutral,dynasent_r1,train
Let's face it!,neutral,dynasent_r1,train
i had been double charged but it's not charged,negative,dynasent_r2,train
"Next time I'd probably want to try the truffle spaghetti, it sounded amazing!",positive,dynasent_r1,train
"WEll, I can understand that.",neutral,dynasent_r1,train
"I went here for breakfast with my normal group of ""Dining Friends"".",neutral,dynasent_r1,train
"I have a white friend who is a Chaplin and he told me to use it,  lol.",neutral,dynasent_r1,train
Fist thought was the lasik.,neutral,dynasent_r1,train
I wish I would have gotten the woman's name that took care of me I only know that she's in room 3.,neutral,dynasent_r1,train
"He sucked up the water and cleaned one pipe, which he said was causing the AC unit to clog up and leak.",neutral,dynasent_r1,train
"Not that Zach Bruel has semi-retired, his son is not in control.",neutral,dynasent_r1,train
Mind you everything was already cooked and ready.,neutral,dynasent_r1,train
"There's no utensils and instead you use this bread called ""injera"" as a ""fork"".",neutral,dynasent_r1,train
I think next time I'll try the vermicelli.,neutral,dynasent_r1,train
My sensitive skin has taken a beating at many other places but never here.,positive,dynasent_r1,train
"We were too stuffed for any dessert but the next time, I'll be sure to try something off of their dessert menu.",positive,dynasent_r1,train
Look it up.,neutral,dynasent_r1,train
I was reading through the other reviews and I chuckled to myself regarding the smell in the shop.,neutral,dynasent_r1,train
Air was blowing but not cool.,negative,dynasent_r1,train
Again... both were tough as nails.,negative,dynasent_r1,train
"They don't make 'em like this anymore, folks.",positive,dynasent_r1,train
So far they are pretty empty but time will tell when the place fills up how busy they get.,neutral,dynasent_r1,train
*I've since updated this review.,neutral,dynasent_r1,train
You walked into this place and you knew you were in a Mexican restaurant.,positive,dynasent_r1,train
I'm not saying that to sound cute on this website.,neutral,dynasent_r1,train
Not feeling adventurous?,neutral,dynasent_r1,train
"Imagine writing a remark like 'don't speak English' and ""With a mouthful of STINKY FOOD""...written by someone who thinks they're the only person on the planet, and a racist, jeez!",negative,dynasent_r1,train
I must have changed the mailing details over 10 times and they put up with me through the entire process.,positive,dynasent_r1,train
We tried to meet the performers,neutral,dynasent_r2,train
"Despite its visual virtuosity , ` Naqoyqatsi ' is banal in its message and the choice of material to convey it .",negative,sst_local,train
Trusted Dan 100% left and waited for the call.,positive,dynasent_r1,train
The simplicity of The Way Home has few equals this side of Aesop,neutral,sst_local,train
"I'm not sure if it was the time of day we were there, but get it together!",negative,dynasent_r1,train
So I've been eating at sushi ave for a long time and have always loved the food.,positive,dynasent_r1,train
I don't think there are enough stars in the galaxy to rate Veggie House.,neutral,dynasent_r1,train
I used to go here for lunch.,neutral,dynasent_r1,train
Coffee made with cinnamon and brown sugar?,neutral,dynasent_r1,train
Jds was amazing.,positive,dynasent_r2,train
"""Marrow Bone Soup"" they called out.",neutral,dynasent_r1,train
They are doubled too...meaning 2 tortillas per taco so they don't break apart.,neutral,dynasent_r1,train
Cheap food.,positive,dynasent_r1,train
We spent 3 nights for the holidays in a pet friendly room .,neutral,dynasent_r1,train
saul is okay,neutral,dynasent_r2,train
"I, on the other hand, needed a minute to decide since they had a huge bakery case filled with things I never see at Green and wanted to try out, in addition to the full tsoynami menu.",neutral,dynasent_r1,train
And then she massaged my scalp as she worked the shampoo. It felt horrible.,negative,dynasent_r2,train
I will post it shortly.,neutral,dynasent_r1,train
The second guy I spoke to said it would be the same price and set up a time for the installer to put in the new box.,neutral,dynasent_r1,train
I have not heard that they are currently showing in a showroom that is sub par during renovations in their normal theater.,negative,dynasent_r2,train
"I think that sauced and breaded chicken has a high reputation here, I feel different.",negative,dynasent_r2,train
The rice was surprisingly good: Buttery with just the right amount of what tasted like soy sauce.,positive,dynasent_r1,train
"To me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy .",negative,sst_local,train
Night and day.,neutral,dynasent_r1,train
"I always feel bad if I have to call for an ""extra,"" and they made nothing of it at all.",positive,dynasent_r1,train
My girlfriend's chicken cutlets were pretty good.,positive,dynasent_r1,train
The tourist tried to translate her comment that the scallop shrimp dish was also very good.,positive,dynasent_r2,train
"Though I bought my first bow there, I didn't feel very welcomed.",negative,dynasent_r1,train
& I am in the industry & hated the experience with them.,negative,dynasent_r1,train
I said can you make it spicy like a Fra Diavolo sauce.,neutral,dynasent_r1,train
So I suggest you pass up on this place if you want real filipino food that is so delicious it makes your toes curl.,negative,dynasent_r1,train
We stared there & barely left it.,neutral,dynasent_r1,train
The poutine was decent.,positive,dynasent_r2,train
I was stranded in Vegas over the Labor Day weekend.,neutral,dynasent_r1,train
Agree?,neutral,dynasent_r1,train
"Rather it had more of a mustardy, savory flavor.",neutral,dynasent_r1,train
Came here with some friends and family member to try out this new place.,neutral,dynasent_r1,train
I got 3 names of medicine.,neutral,dynasent_r1,train
"The beds are comfy, there are a lot of pillows.",positive,dynasent_r1,train
"We were brought to the spa suite upstairs, which had a separate lounge area with tv, showers, restroom, vanity area and steam room.",neutral,dynasent_r1,train
I have bought a new cycle.,neutral,dynasent_r2,train
"The duck was great, but the latter two were so phenomenal it made a great app underwhelming.",positive,dynasent_r1,train
"If I have one recommendation, short ribs.",positive,dynasent_r1,train
Couldn't be closer to the truth.,negative,dynasent_r2,train
This place closes at 11 but it gets awfully dark past 9pm during summer months.,neutral,dynasent_r1,train
We decided to try the pasta bar for the kids.,neutral,dynasent_r1,train
"Sadly they did not, but the waitress offered to bring some garlic aioli instead.",neutral,dynasent_r1,train
The sinister inspiration that fuelled DeVito 's early work is confused in Death to Smoochy into something both ugly and mindless .,negative,sst_local,train
He even had a dish made that was not on the menu.,neutral,dynasent_r1,train
"Once again, I asked 'how much longer?'",negative,dynasent_r1,train
This place is a cluster.,negative,dynasent_r1,train
They are what makes it worth the trip to the theatre .,positive,sst_local,train
Then she started cutting.,neutral,dynasent_r1,train
"Mr. Clooney , Mr. Kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster .",positive,sst_local,train
Lets start with the decor.,neutral,dynasent_r1,train
I had high expectations due to its publicity.,neutral,dynasent_r1,train
"I just need to get to WINCO and go to the bulk section for a decently priced, portioned amount.",neutral,dynasent_r1,train
Maybe both.,neutral,dynasent_r1,train
It had been bothering me for 4 weeks.,neutral,dynasent_r1,train
We ended up with tons of leftover fajitas.,neutral,dynasent_r1,train
That is amazing to me!,positive,dynasent_r1,train
I was referred to them by my roofer to help with some pigeon issues on 2 commercial buildings.,neutral,dynasent_r1,train
I will be parking here again.,positive,dynasent_r2,train
"I ordered the seafood sub, provolone cheese with multiple veggies, mayonnaise on wheat and my husband ordered steak, veggies and provolone cheese on wheat.",neutral,dynasent_r1,train
This is an underused restaurant in the city.,neutral,dynasent_r1,train
I would never ever in my position ignore a guest like that.,negative,dynasent_r1,train
I want this place but I don't like it,negative,dynasent_r2,train
"About Amy 's cuteness , Amy 's career success -LRB- she 's a best-selling writer of self-help books who ca n't help herself -RRB- , and Amy 's neuroses when it comes to men .",neutral,sst_local,train
"Most likely, I would say, ""Sure.""",neutral,dynasent_r1,train
very fentasticmeeting,positive,dynasent_r2,train
( ask for Chad ).,neutral,dynasent_r1,train
I actually visited twice in the same night/same mall trip because I liked a pair here that I didn't see at any of the other stores at the mall.,positive,dynasent_r1,train
I hate how much these mussels ruined all other seafood for me by being so tasty.,positive,dynasent_r2,train
I was a regular there since they opened ....,positive,dynasent_r1,train
I brought in my aquamarine stone bracelet in to replace a stone that fell out.,neutral,dynasent_r1,train
The shark fin soup that I thought was noodles.,neutral,dynasent_r1,train
at 7:20 pm my mothers food had arrived!,neutral,dynasent_r1,train
The hotel is capable of hosting many locations.,positive,dynasent_r2,train
will have to try harder to remember but its tough sometimes.,neutral,dynasent_r1,train
You would expect but never know not that I know much about any of these places.,neutral,dynasent_r1,train
"10 minutes or so later, the party of 8 goes in!",neutral,dynasent_r1,train
Maybe he was reading the minds of the audience .,positive,sst_local,train
"That evening, after returning from the rehearsal dinner, we were visiting in one of the rooms.",neutral,dynasent_r1,train
"Everyone is listening to this song wherever I go, there's no way to escape.",negative,dynasent_r2,train
it was the worst experience ever i met,negative,dynasent_r2,train
"With a toddler and another baby on the way, we are just starting to get on the family picture ball.",neutral,dynasent_r1,train
The place had a very 5&Diner feel to it.,neutral,dynasent_r1,train
I wasn't ok with that.,negative,dynasent_r1,train
Nothing worse than waiting for your favorite.,neutral,dynasent_r1,train
The earrings were mediocre at least.,negative,dynasent_r2,train
"A little melodramatic , but with enough hope to keep you engaged .",positive,sst_local,train
I found this company on Yelp and gave them a call after all of the great reviews.,positive,dynasent_r1,train
My least favorite part of the meal.,negative,dynasent_r1,train
"We ordered the FAQ, the letters are what used to be on the specials board it seems but now is on the regular menu.",neutral,dynasent_r1,train
The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge,neutral,sst_local,train
If you really wanted to you could get the Godiva chocolate bar at your local supermarket but there is a difference between that and the many truffles with tons of exotic favors that the actual Godiva store has to offers.,neutral,dynasent_r1,train
"A few hours later, Wayne Ace was kind enough to send what appeared to be a former prisoner transportation bus (all black school bus, just missing the barred windows) to pick us up and continue the trip.",positive,dynasent_r1,train
"POOL:
Only downer  was the pool closing early.",negative,dynasent_r1,train
Cons: It has increased in popularity so sometime you must suffer the ignorant/rude that cannot drive the loop or simply cannot dispose of their garbage or dog feces in the appropriate receptacle.,negative,dynasent_r1,train
